Trajectory,Method,Threshold,N,RMSE_cm,Bias_cm,RMSE_percent,r,R2
A,TLS_DBH,5,4322,2.5234765358393916,0.9336649699213327,15.193301062618985,0.9648274217462645,0.9175690338120918
A,TLS_DBH,7,3802,2.51414671789361,0.8933456075749604,13.921203873137117,0.961381035085221,0.9100648160609099
A,TLS_DBH,10,3073,2.3993646788992904,0.8759843800846077,11.790197591921467,0.9583758728127236,0.9030961715721134
A,PC_Tools_DBH,5,4322,2.6942335968098035,1.1714053529404944,16.221392031187666,0.9611505468845206,0.9060358166854421
A,PC_Tools_DBH,7,3802,2.281384796234069,0.8809070591711657,12.632366534304149,0.9680877218555326,0.9259465192108515
A,PC_Tools_DBH,10,3073,1.9844902392665997,0.6453781014525211,9.751553086513862,0.9705587779689346,0.9337102552133009
A,3DFIN_DBH,5,3161,2.227164684826169,1.161252890356583,11.74078393785369,0.9761319651842612,0.9331110942591934
A,3DFIN_DBH,7,2983,2.1982139212918366,1.1510264520114508,11.137011877424156,0.9748321132276909,0.9290204727306907
A,3DFIN_DBH,10,2625,2.1517854148904925,1.1336510064554504,10.11555829891159,0.9718393613588453,0.9196799580116468
