TLS_tree_id,TLS_x,TLS_y,TLS_z,field_X_local,field_X_utm,field_X_utm_korj,field_KoealaId,field_KoealaNro,TLS_dbh,TLS_tree_ht,field_D,field_DEst,field_H,field_HEst,field_H_Laser,field_H_Laser_korj,field_match,distance,cost,field_PuuLk,field_TEst,field_VEst,dbh,h,hmax,d05,d6,hstemmax_rawtapercurve,hstemmax_stempc,hstemmax_tapercurve,pointcount,stempointcount,stempointcount_clean,crownpointcount,ba,vlog,vol,vpulp,tree_specie,treesp,Ulkona,distance_to_threedfin_cm,threedfin_match,threedfin_dbh,threedfin_hmax,threedfin_x,threedfin_y
35,581114.43,6932780.51,91.72,NA,NA,581114.324,547666,0,0.17,25.31,30.6,30.6,NaN,25.65,25.06,25.65,6450480,0.115156415363692,1.50915641536369,1,50,878.98,28.8080465213562,25.5,25.5464,25.560849650716,27.3798626111344,11.33,11.53014,10.76,1816225,91615,90891,1724610,0.0651804719550435,0.989057099840635,1.03184593207726,0.0405662417646942,2,2,NaN,8.45902645899459,52,0.309260304095309,25.5041452652935,581114.377711626,6932780.5764939
55,581123.33,6932790.98,91.41,NA,NA,581123.204,547666,0,0.13,7.37,6.7,6.7,NaN,7.17,6.55,7.17,6450500,0.126775391913149,0.776775391913149,1,35,14.27,10.3566699449849,7.39828,7.39828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,4.45263279979751,40,0.0754013289215993,7.46162410222325,581123.286455266,6932790.97070215
61,581117.64,6932794.66,91.56,NA,NA,581117.545,547666,0,0.07,9.04,7.9,7.9,NaN,7.46,NaN,NaN,6450589,0.124843902667753,0.372843902667752,1,39,20.11,10.430655365907,4.39933000000001,4.39933000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,2.2973075555575,41,0.0862940247552136,14.1080861171681,581117.635590551,6932794.63745407
64,581121.67,6932787.72,91.54,NA,NA,581121.538,547666,0,0.15,9.66,10.4,10.4,NaN,9.91,NaN,NaN,6450496,0.165601932772739,0.650601932772739,1,46,44.45,12.1876653383973,9.7,9.7983,12.0879846115425,10.6708902242942,8.87,9.34856000000001,5.48,684409,48487,41011,635922,0.0116662404191716,0,0.0813976007475669,0.0794315792398649,2,2,NaN,2.95376433973605,39,0.109408865120522,23.8868054539202,581121.689960541,6932787.74177267
66,581118.29,6932797.35,91.47,NA,NA,581118.12,547666,0,0.07,9.16,8.6,8.6,NaN,9.13,8.52,9.13,6450592,0.17720045171713,0.34020045171713,1,41,28.8,9.7330763586987,9.2,9.2962,5.71097017203623,4.00507967870169,2.763,2.74921999999999,2.762,57188,17838,17838,39350,0.00744029478160484,0,0.0310837393996604,0.0265452002434036,2,2,NaN,2.38517906404129,33,0.0909932596524381,11.9841522155333,581118.287913223,6932797.32623967
68,581122.41,6932793.83,91.48,NA,NA,581122.315,547666,0,0.09,5.84,5.4,5.4,NaN,4.96,NaN,NaN,6450575,0.126150703352012,0.574150703352012,1,31,6.97,12.3579951628893,5.9,5.99881999999999,7.80990252341144,0,2.464,2.44987999999999,2.386,49581,27735,27409,21846,0.0119946042421861,0.00650108938340013,0.0405383835976862,0.0318717630056618,2,2,NaN,2.43042013338274,47,0.0689417898009627,21.2929889906336,581122.392760736,6932793.8471319
70,581121.91,6932793.13,91.5,NA,NA,581121.37,547666,0,0.07,9.49,5.3,5.3,5,5,NaN,NaN,6450574,0.545321923356709,1.16432192335671,1,30,6.76,9.28515822859298,3.8,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,0.0656501862308557,46,0.075610167609595,23.9366304749411,581121.909592814,6932793.12948503
72,581119.55,6932798.14,91.43,NA,NA,581119.383,547666,0,0.07,8.78,7.5,7.5,NaN,8.44,7.82,8.44,6450593,0.177792013568983,0.261792013568983,1,38,20.64,11.0128896320377,3.79935,3.79935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,1.94025905778708,38,0.0825027963390825,9.34061238358932,581119.561298969,6932798.1242268
76,581129.94,6932791.81,91.29,NA,NA,581129.744,547666,0,0.09,6.1,8.6,8.6,6.3,6.3,NaN,NaN,6450522,0.207460839664951,0.267460839664951,1,41,20.1,10.867851664256,6.2,6.23358999999999,9.25519317779056,1.00738116474644,6.2,6.19959999999999,2.33,61957,29221,11823,32736,0.00927635339984979,0,0.035855947675471,0.0339075548788395,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
80,581123.93,6932789.02,91.35,NA,NA,581123.752,547666,0,0.07,6.66,7.9,7.9,NaN,6.44,5.82,6.44,6450499,0.201764714837025,0.313764714837025,1,39,17.53,8.63793743702053,6.5,6.58781,8.63793743702053,2.86735996379014,6.202,6.19606999999999,3.352,116643,59903,46707,56740,0.00586016696342877,0,0.0303676403973461,0.0289536422102695,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81,581123.48,6932793.16,91.52,NA,NA,581123.376,547666,0,0.09,8.24,7.9,7.9,NaN,7.69,7.07,7.69,6450571,0.25059928180385,0.41559928180385,1,39,20.71,9.39313047493228,8.3,8.39931,9.64720795483041,8.05667051501426,7.88,7.89802999999999,5.72,93363,21656,21168,71707,0.0069296386908446,0,0.045939297638622,0.0440992894658548,2,2,NaN,0.422932302744441,37,0.0898152164630171,8.64583442397947,581123.484185733,6932793.15939435
82,581125.78,6932795.07,91.45,NA,NA,581125.721,547666,0,0.13,8.03,7,7,7.3,7.3,NaN,NaN,6450569,0.0600166643498101,0.73301666434981,1,36,15.74,12.1178980425569,7.69040000000001,7.69040000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,10.3494194328682,19,0.145048408776655,23.2949678423801,581125.857631452,6932795.13844272
85,581117.3,6932789.38,91.73,NA,NA,581117.037,547666,0,0.25,25.76,25.8,25.8,NaN,25.73,25.15,25.73,6450483,0.264003787890764,0.347003787890764,1,68,625.04,28.164419185865,25.6,25.68706,10.750039693262,22.0080168454827,23.3,23.34699,20.3,756225,90448,89865,665777,0.062300492578725,0.434102201551485,0.499660521281716,0.0586924763857643,1,1,NaN,2.3497081583601,50,0.286543748287771,25.9370486026843,581117.292549414,6932789.35771544
86,581119.33,6932794.48,91.54,NA,NA,581119.148,547666,0,0.09,8.88,9.4,9.4,NaN,8.86,8.25,8.86,6450577,0.219665654775224,0.261665654775224,1,44,32.88,9.29613015273708,8.9,8.99936,9.11730223641365,8.27756288734439,4.204,4.19412,4.204,125244,33779,33779,91465,0.00678725666147942,0,0.0461828188561799,0.0442891820056514,2,2,NaN,1.98135233666908,42,0.0996975967716671,9.12538724946617,581119.344398202,6932794.4936113
87,581124.45,6932795.81,91.39,NA,NA,581124.338,547666,0,0.17,12.04,12.1,12.1,NaN,11.49,NaN,NaN,6450582,0.11497825890127,0.65997825890127,1,49,68.66,16.1598709804532,12.1,12.19922,15.5018301138286,15.5018301138286,12.111,12.09971,12.11,347129,68838,68838,278291,0.0205099999591367,0.100457859977329,0.196855073361281,0.0963972133839526,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
91,581121.13,6932796.11,91.4,NA,NA,581120.94,547666,0,0.07,8.82,5.4,5.4,NaN,4.96,NaN,NaN,6450578,0.344193259321168,0.890193259321169,1,31,6.97,9.97116013725118,3.79989,3.79989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,1.59529181176924,36,0.0592679251600679,9.99814149701116,581121.145937941,6932796.11069111
99,581135.84,6932781.23,91.14,NA,NA,581135.533,547666,0,0.09,7.64,6.4,6.4,NaN,5.96,NaN,NaN,6450509,0.311372766891297,0.739372766891297,1,34,11.07,12.472833116187,7.7,7.79895999999999,9.71292351601177,4.99161046303263,2.93,4.34991000000001,2.57,237045,36389,24288,200656,0.012218562216948,0,0.0545625346500592,0.0523920406246544,2,2,NaN,21.2345458886293,12,0.392381641704764,13.4173142024888,581135.689620141,6932781.37992162
101,581129.77,6932807.26,91.1,NA,NA,581129.894,547666,0,0.13,12.88,14.1,14.1,12.4,12.4,12.26,12.87,6450559,0.241298570561008,0.399298570561008,1,50,98.39,13.452077945084,13,13.0434,12.7343796713815,13.2991561241609,12.41,12.99991,8,312027,30799,25528,281228,0.0142124395828639,0,0.127880815284519,0.125350748380021,2,2,NaN,13.6779981244909,14,0,9.10223021171284,581129.64378571,6932807.20728647
103,581123.21,6932799.42,91.26,NA,NA,581122.92,547666,0,0.11,6.99,5.3,5.3,6.4,6.4,NaN,NaN,6450585,0.36280022064976,0.99180022064976,1,30,8.3,10.9619396388671,5.89939000000001,5.89939000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,5.96976689719738,22,0,10.087416215325,581123.151450653,6932799.40834729
107,581121.83,6932801.01,91.28,NA,NA,581121.802,547666,0,0.13,6.81,7.1,7.1,6,6,5.87,6.49,6450595,0.0288617393666744,0.699861739366674,1,36,13.51,10.9298095196907,6.7,6.75274,6.88607706752413,1.57505962449168,3.813,3.79930999999999,1.363,195187,44682,17534,150505,0.0093824242759889,0,0.0326387746670913,0.0297468717792442,2,2,NaN,9.42734850516201,25,0,7.25115786016035,581121.918355588,6932800.97712478
109,581121.95,6932797.92,91.34,NA,NA,581121.876,547666,0,0.13,9.13,8.8,8.8,NaN,8.36,NaN,NaN,6450586,0.0743303436632949,0.571330343663295,1,42,27.44,7.59479928910754,9.2,9.27690999999999,7.59479928910754,7.59479928910754,4.31,4.64816999999999,4.31,188077,62934,62933,125143,0.00453025328033039,0,0.0342895953502423,0.0320931577717111,2,2,NaN,4.49153444230426,28,0.0924524322579373,9.58769549538944,581121.994487632,6932797.91381625
111,581116.91,6932795.42,91.65,NA,NA,581116.666,547666,0,0.15,14.84,15.7,15.7,14.7,14.7,14.39,15,6450590,0.276001811516222,0.360001811516222,1,50,144.42,10.811265110876,14.9,14.9984,8.07268504861595,9.09443053835338,8.42,9.79962999999999,6.23,920030,12545,9761,907485,0.00918000495515216,0,0.0725289278522721,0.0673686383557543,2,2,NaN,1.79603040909569,43,0.166110443579975,15.1393421217871,581116.91211853,6932795.40216508
115,581126.75,6932797.48,91.27,NA,NA,581126.653,547666,0,0.19,9.78,8.7,8.7,NaN,8.26,NaN,NaN,6450568,0.117889778880386,1.29988977888039,1,42,26.55,14.3563904473676,9.8,9.89973000000001,9.15922487396917,7.41360153016682,9.74,9.84899,4.28,426191,96627,76563,329564,0.0161875231985619,0.0132416070507745,0.0763930797562072,0.0601183421717545,2,2,NaN,7.98032325321772,17,0.170961308238099,22.8185844644874,581126.807331032,6932797.53551314
119,581140.25,6932808.51,91.14,NA,NA,581140.233,547666,0,0.03,3.72,8.2,8.2,3.9,3.9,NaN,NaN,6450539,0.121198184914498,0.659198184914498,7,10,11.94,12.3908128971481,3.8,3.84924000000001,12.3908128971481,0,3.814,3.79996999999999,3.813,27753,13834,13834,13919,0.0120583942657913,0,0.0362271565731346,0.0355979169384991,4,4,NaN,NaN,NaN,NaN,NaN,NaN,NaN
132,581139.56,6932811.32,91.07,NA,NA,581137.884,547666,0,0.07,7.33,7.9,7.9,NaN,7.46,NaN,NaN,6450546,1.69037747269672,1.79337747269672,1,39,20.11,11.462926713334,7.4,7.43877999999999,10.8721082865469,5.92011344529898,6.14,6.14931,4.4,32910,3187,3020,29723,0.0103200288884052,0,0.0538426207685587,0.0523892243202007,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
133,581122.94,6932782.54,91.31,NA,NA,581122.891,547666,0,0.17,11.21,13,13,10.7,10.7,10.82,11.43,6450497,0.176920886202214,0.627920886202214,1,50,72.35,13.2376590745768,11.4,11.44891,11.9399369070557,11.6997335066573,11.06,11.2999,5.69,1306356,99255,95479,1207101,0.0137629732362087,0,0.101825984292849,0.0995933950034467,2,2,NaN,1.29190958541223,30,0.158021777139531,20.9788266326907,581122.952887027,6932782.54090971
134,581128.99,6932808.43,91.15,NA,NA,581128.919,547666,0,0.15,7.02,8.2,8.2,NaN,7.76,NaN,NaN,6450560,0.120208152853622,0.874208152853622,1,40,22.39,11.3539637832664,7.1,7.14979,10.2433008537594,4.40049350365781,6.749,6.74428,3.264,129048,68117,54183,60931,0.0101247635705926,0,0.0495152853117733,0.0478010972668742,2,2,NaN,18.0671247652601,11,0,24.7864109744044,581128.820058163,6932808.3686659
135,581122.05,6932796.61,91.36,NA,NA,581121.889,547666,0,0.17,11.09,10.9,10.9,NaN,10.91,10.3,10.91,6450580,0.163085866969693,0.791085866969693,1,47,53.68,10.979584628772,11.2,11.23672,11.2549509041599,10.8563858111571,4.91,5.44148,4.52,264171,66970,66524,197201,0.00946807528236495,0,0.0780979352773096,0.0756993071825185,2,2,NaN,3.33775881471206,59,0.111455289577831,20.7607083846753,581122.079144646,6932796.62626816
136,581137.13,6932812.64,90.98,NA,NA,581137.102,547666,0,0.23,19.28,22.5,22.5,NaN,19.31,18.71,19.31,6450548,0.152590955941452,0.205590955941452,1,50,372.51,24.6365654463343,19.4,19.41409,23.2729608611343,23.9933111977437,7.34,7.53588999999999,7.31,1385245,93957,93912,1291288,0.0476705549636193,0.563196122770066,0.604449481023748,0.0393974131291904,2,2,NaN,3.16458226090466,57,0.20249657147902,19.4018758156465,581137.10146316,6932812.6536787
137,581121.63,6932793.54,91.51,NA,NA,581121.31,547666,0,0.15,10.63,11.1,11.1,NaN,10.71,10.1,10.71,6450573,0.322744480971997,0.720744480971998,1,48,54.39,11.7469774061882,10.7,10.79481,9.43334032558296,8.63536337614055,5.18,5.24831,5.09,208329,45922,45813,162407,0.0108378253528245,0,0.0681036390719355,0.0651354827556015,2,2,NaN,1.93548092879784,31,0.125986929519218,10.8545928733963,581121.62306547,6932793.55806989
138,581124.83,6932805.91,91.24,NA,NA,581124.75,547666,0,0.07,5.71,6,6,NaN,5.3,4.68,5.3,6450604,0.150943698507687,0.291943698507687,1,33,8.92,9.6229401957383,5.59981999999999,5.59981999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,1.07145203649074,24,0,6.12891821754354,581124.82793875,6932805.89948562
139,581121.97,6932802.64,91.27,NA,NA,581122.202,547666,0,0.07,8.16,7.2,7.2,NaN,8.14,7.52,8.14,6450596,0.234478144044219,0.256478144044219,1,37,18.45,9.34945550444759,8.29953,8.29953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,1.73073769912908,18,0.0811841511415631,10.7555930393949,581121.98730303,6932802.64038788
140,581136.83,6932802.89,90.97,NA,NA,581136.868,547666,0,0.09,7.76,6.7,6.7,NaN,6.12,5.5,6.12,6450535,0.132563191916802,0.526563191916802,1,35,12.34,8.29818150420837,6.5,7.29598999999999,2.73062177472403,0.153870125460849,2.514,2.49982,1.597,395996,25993,12478,370003,0.00540823732356733,0,0.0173082563688698,0.0150757560042576,2,2,NaN,4.38642338873937,9,0.0790001819955177,6.72252277732008,581136.791381381,6932802.9108008
141,581137.93,6932795.38,91.26,NA,NA,581137.757,547666,0,0.17,10.93,13,13,NaN,10.06,9.45,10.06,6450526,0.268242427766509,0.755242427766509,1,50,67.73,14.6174250950707,10.5,10.51533,14.2891836887881,13.9541252004153,10.34,10.3911,5.42,296606,55177,45647,241429,0.0167815331603171,0,0.125811807481911,0.124129803159938,2,2,NaN,2.85259035240335,5,0.162661229319451,14.9934339970919,581137.901498364,6932795.3811764
142,581124.67,6932799.21,91.25,NA,NA,581124.743,547666,0,0.13,10,10.8,10.8,NaN,9.57,8.96,9.57,6450584,0.151716841838351,0.414716841838351,1,47,45.91,16.9410328796598,10.1,10.14166,10.4567074876745,8.90402405518816,9.08,9.14062,6.32,269713,129260,127796,140453,0.0225408169433986,0.0445838169617846,0.106720286502843,0.0596324888222646,2,2,NaN,1.55698321211382,21,0.120186106948865,9.97956879808697,581124.668095794,6932799.22545295
143,581129.22,6932792.06,91.36,NA,NA,581129.003,547666,0,0.31,24.87,28.4,28.4,NaN,25.02,24.43,25.02,6450523,0.217147415291399,0.492147415291399,1,50,753.5,28.7486493287773,24.9,24.99687,21.1934034327252,24.1117529465545,21.95,21.987,12.71,3037289,174429,168702,2862860,0.0649119674020898,0.667098515207215,0.729440555534077,0.0590126775584654,2,2,NaN,0.483771258141898,15,0.311950568546396,25.1543752924958,581129.222598022,6932792.0559191
144,581136.98,6932781.75,91.06,NA,NA,581136.614,547666,0,0.19,15.13,13.2,13.2,NaN,13.78,13.17,13.78,6450510,0.418043059814882,1.13304305981488,1,50,98.36,16.7134998864056,14.4,14.447,12.1357016425884,13.2240305764809,14.12,14.13953,6.35,1296892,74304,60092,1222588,0.0219393969978355,0.0438454589986788,0.158453580815964,0.111502915476835,2,2,NaN,3.17279397001428,8,0.14761167881673,14.4787278104401,581136.958972677,6932781.7737595
145,581120.96,6932802.62,91.35,NA,NA,581120.982,547666,0,0.13,10.31,7.6,7.6,NaN,7.16,NaN,NaN,6450597,0.0250599282197787,0.880059928219779,1,38,18,9.29244313354331,10.4,10.43892,8.34194872195913,8.34194872195913,3.764,3.75,3.763,208822,82325,82325,126497,0.00678187382313021,0,0.0507683890262254,0.0481766217986423,2,2,NaN,2.72715208275168,34,0.0941346712497141,15.8517772330177,581120.973013138,6932802.64396652
146,581138.55,6932798.73,91.38,NA,NA,581138.629,547666,0,0.23,21.48,25.3,25.3,NaN,21.75,21.15,21.75,6450530,0.0822800096495501,0.33928000964955,1,50,524.26,24.8347889469772,21.5,21.58279,21.0230677403992,22.8265021308456,17.75,20.84582,10.34,1135591,71305,64726,1064286,0.0484407466443551,0.563283091926239,0.615817635439014,0.0502395586287512,2,2,NaN,0.329353603050463,7,0.254311263788238,21.890469999132,581138.547479758,6932798.72787968
147,581124.89,6932796.17,91.4,NA,NA,581124.795,547666,0,0.31,24.07,25.9,25.9,NaN,24.41,23.82,24.41,6450583,0.095336247045765,0.639336247045765,1,68,599.33,23.2978832168457,24.1,24.19652,21.5720465564037,22.4930401382764,7.01,6.99997,6.98,1629585,83877,83573,1545708,0.042630733912579,0.611421752325105,0.668317303577279,0.0542471194772703,1,1,NaN,2.16259999634443,20,0.268530402537624,24.2146807192568,581124.909452314,6932796.17944941
148,581126.93,6932805.23,91.17,NA,NA,581126.753,547666,0,0.11,8.56,8.8,8.8,7.3,7.3,6.85,7.47,6450605,0.291015463267656,0.637015463267656,1,42,24.03,11.9720380013191,7.58304,7.58304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,0.937544977775788,16,0.111007456845391,7.65906273896844,581126.933263579,6932805.22121091
149,581119.51,6932803.82,91.43,NA,NA,581119.464,547666,0,0.23,17.56,17.9,17.9,NaN,17.52,16.92,17.52,6450603,0.0732461603151503,0.58724616031515,1,50,223.09,18.9092614258218,17.6,17.68834,17.9391587377343,19.612218078684,12.56,12.64992,7.13,908191,192553,190454,715638,0.0280827098992158,0.293935841955861,0.349689329515224,0.053558364337907,2,2,NaN,11.4344694754637,35,0,17.716863598891,581119.596026848,6932803.89532656
150,581136.12,6932786,91.17,NA,NA,581135.987,547666,0,0.35,27.35,32.8,32.8,27,27,26.36,26.95,6450517,0.172594901668433,0.427594901668433,1,50,1048.31,29.83231223354,27.4,27.44907,28.8379695292563,30.710270789296,21.11,22.98719,10.4,3985067,345105,334932,3639962,0.0698978331987431,1.30903805997657,1.35457410972728,0.0433377709743396,2,2,NaN,1.89355166659059,3,0.355543455366141,16.5354552982437,581136.115448378,6932786.01838033
151,581137.82,6932790.48,91.22,NA,NA,581137.909,547666,0,0.17,15.51,16.2,16.2,NaN,15.04,14.43,15.04,6450521,0.168433962682278,0.295433962682279,1,50,156.74,12.1693304740436,15.6,15.64172,9.72675543246011,11.1410529622363,12.05,12.14952,7.37,2733803,43738,36017,2690065,0.0116311659340811,0,0.105055392527338,0.10071069507082,2,2,NaN,1.51338144178956,2,0.214150762299973,14.6449059483741,581137.834210827,6932790.4852043
152,581127.62,6932783.89,91.3,NA,NA,581127.525,547666,0,0.27,20.98,26,26,21.1,21.1,20.69,21.29,6450502,0.149936653572685,0.261936653572685,1,50,529.6,25.8260332876739,21,21.09301,12.8819740906818,21.5793060666842,14,14.04197,6.5,5320614,523254,492700,4797360,0.0523848004983836,0.362631053079327,0.432103042275613,0.0645188516183683,2,2,NaN,0.345331513781876,58,0.264364864331238,16.1317767539287,581127.616805936,6932783.89131276
156,581116.89,6932781,91.6,NA,NA,581116.029,547666,0,0.03,2.41,5.2,5.2,NaN,4.77,NaN,NaN,6450481,1.30074824594589,1.75674824594589,1,30,6.3,12.3820052920938,1.29926999999999,1.29926999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
159,581114.8,6932785.7,91.69,NA,NA,581114.763,547666,0,0.07,6.15,6.4,6.4,NaN,5.92,5.3,5.92,6450475,0.0373363094012977,0.120336309401298,1,34,11.02,5.14061518225736,6.4,6.48727000000001,3.79532971111938,0.647178120110855,2.711,2.69983000000001,2.711,53716,644,644,53072,0.00207548725307236,0,0.0074170055191232,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
188,581116.39,6932797.93,91.56,NA,NA,581116.219,547666,0,0.09,7.98,7.9,7.9,7,7,6.93,7.55,6450600,0.171236678315579,0.379236678315579,1,39,18.93,4.26958465645064,7.7,7.74123,4.26958465645064,4.26958465645064,6.108,6.09576,6.108,52060,11725,11725,40335,0.00143173004749789,0,0.0107980255756472,0,2,2,NaN,0.266271901128234,51,0.0937540737437919,10.478635308425,581116.392662539,6932797.92996904
189,581120.47,6932798.05,91.38,NA,NA,581120.258,547666,0,0.13,9.29,10,10,NaN,9.09,8.48,9.09,6450594,0.266204808513829,0.586204808513829,1,45,37.81,13.2154686640971,9.4,9.44763,10.3671963206311,8.50569106249764,4.553,4.54638,4.553,69748,33948,33948,35800,0.0137168699113927,0.00901545153693135,0.0753565110863491,0.0641176006951464,2,2,NaN,3.19924898598695,29,0,9.45278792822626,581120.499883969,6932798.06142225
190,581117.94,6932800.88,91.6,NA,NA,581117.846,547666,0,0.17,12.78,13.1,13.1,NaN,12.81,12.2,12.81,6450599,0.106004716647423,0.499004716647423,1,50,89.38,16.6662233722589,12.9,12.93891,15.4808838798257,16.245355270149,12.74,12.79168,7.67,287024,28413,25609,258611,0.0218154551233172,0.14521713685397,0.197004259485547,0.0497977336817584,2,2,NaN,4.28733596453339,48,0.15908891477302,13.3628971181161,581117.966363636,6932800.91380952
191,581117.41,6932783.91,91.99,NA,NA,581117.236,547666,0,0.33,25.21,30.6,30.6,25.3,25.3,25.33,25.91,6450488,0.264342580770809,0.513342580770809,1,68,854.07,30.1128661019105,25.3,25.34464,22.5619348677552,26.8548412890834,23.9,23.9999,12.89,790433,159083,154318,631350,0.0712187041803044,0.819492456828781,0.878920895216244,0.0561935428965072,1,1,NaN,1.67132018323637,53,0.295451363866802,25.5064375271463,581117.419224517,6932783.92393698
215,581131.8,6932805,91.06,NA,NA,581131.741,547666,0,0.07,6.01,7.7,7.7,NaN,5.62,5,5.62,6450561,0.0855862137895261,0.194586213789526,1,38,14.86,16.0161016496654,5.89995,5.89995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
217,581131.68,6932804.03,91.13,NA,NA,581131.542,547666,0,0.07,5.99,7.8,7.8,NaN,7.36,NaN,NaN,6450562,0.159511755120708,0.376511755120708,1,39,19.39,11.507656071666,6.1,6.19970000000001,11.4886317680196,2.50997667232036,4.102,4.09778,4.102,22056,8769,8769,13287,0.0104007253632149,0,0.0529238735371572,0.0519357204734064,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
232,581139.69,6932794.86,91.19,NA,NA,581139.908,547666,0,0.07,6.82,6.5,6.5,NaN,6.86,6.24,6.86,6450525,0.269824016802019,0.323824016802019,1,34,12.94,10.6295145382088,7.2,7.2976,10.3949142883269,4.79346214930599,4.162,4.1491,4.162,50201,10325,10325,39876,0.00887394518849109,0,0.0454303932543127,0.0436579074179418,2,2,NaN,1.54567467577235,4,0.0716100299626962,9.6458236810636,581139.683669065,6932794.87410072
233,581142.1,6932811.32,91.2,NA,NA,581142.217,547666,0,0.41,25.43,32.2,32.2,25.8,25.8,24.94,25.52,6450545,0.151343978982356,1.06834397898236,1,68,958.98,36.5989538148489,25.6,25.64514,25.642551285341,34.5872302477264,23.54,23.59515,12.11,689050,32058,26718,656992,0.10520278182375,1.30448834741711,1.35581020925078,0.0487739007296305,1,1,NaN,11.837978319861,6,0.236627189474437,25.78541396306,581141.982576941,6932811.33501993
246,581140.29,6932802.63,91.44,NA,NA,581140.642,547666,0,0.07,2.72,6,6,NaN,4.36,3.74,4.36,6450536,1.63826249476592,1.90226249476592,1,33,7.75,1.50768590631463,2.8,2.89992000000001,1.41345177443529,0,1.855,1.84715000000001,1.855,4134,292,292,3842,0.000178530175370305,0,0.000566833434295844,0,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
251,581140.06,6932799.03,91.29,NA,NA,581140.233,547666,0,0.07,5.13,6.4,6.4,5.3,5.3,NaN,NaN,6450532,0.196412830657752,0.273412830657752,1,34,10.05,6.16722265662899,5.5,5.59693,5.85649887890855,0,1.7,1.69617,1.7,18328,717,717,17611,0.00298723327073141,0,0.0113118614067902,0.00805425816113126,2,2,NaN,1.5129038813158,13,0,21.6040080618526,581140.053582388,6932799.01629956
262,581116.01,6932797.95,91.56,NA,NA,581115.836,547666,0,0.07,7.04,5.7,5.7,NaN,5.26,NaN,NaN,6450602,0.177685114613327,0.485685114613327,1,32,8.05,13.7208922327295,7.1,7.17071999999999,13.7208922327295,13.7208922327295,7.101,7.09697,7.101,17543,6953,6953,10590,0.0147861323064182,0,0.103236653279983,0.103236653279983,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
271,581131.54,6932801.89,91.21,NA,NA,581131.246,547666,0,0.23,18.1,22.9,22.9,NaN,18.12,17.52,18.12,6450563,0.315328400259641,0.327328400259641,1,50,356.32,11.766409034181,18.2,18.24822,11.8487999586556,12.1155134538059,15.5,15.49907,12.47,982138,15264,14009,966874,0.0108737104602303,0,0.159057167444132,0.156257256355774,2,2,NaN,2.61093393993721,23,0.22179080166514,16.2135073260357,581131.515896579,6932801.90003607
26,581205.3,6932738.72,90.11,NA,NA,581205.368,547667,0,0.13,9.43,9.5,9.5,8.4,8.4,NaN,NaN,6450624,0.144059015138445,0.597059015138445,1,27,31.75,12.1725895185043,9.4,9.54984,11.3417323997798,9.49385593915649,9.47,9.54984,6.35,251993,16878,15995,235115,0.011637396607629,0,0.0729617830668788,0.0710080472486926,2,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN
72,581201.03,6932743.53,90.17,NA,NA,581200.975,547667,0,0.13,6.91,5.8,5.8,NaN,6.61,5.99,6.61,6450632,0.0600083328850926,0.810008332885093,1,22,10.11,10.7213282160461,7,7.04948,10.8887959650649,5.28808451322857,5.33,6.89198,4.64,361533,7407,6530,354126,0.00902790674319613,0,0.0494245564429762,0.0480487553172001,2,2,NaN,6.01635693696248,124,0.0368174462124553,9.70750633304732,581200.972830189,6932743.54874214
83,581208.66,6932744.19,90.18,NA,NA,581208.632,547667,0,0.09,6.41,6.9,6.9,NaN,5.7,5.08,5.7,6450671,0.168344883380375,0.449344883380375,1,24,12.27,12.2588782735759,3.19992999999999,3.19992999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,3.18185767617443,96,0.0824376557546365,17.1209768473625,581208.690123457,6932744.17975309
103,581202.64,6932740.76,90.15,NA,NA,581202.547,547667,0,0.07,7.1,6.7,6.7,NaN,6.45,NaN,NaN,6450622,0.12599206321215,0.22099206321215,1,24,12.94,9.15335732979122,5.29970999999999,5.29970999999999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NaN,4.73348122873955,117,0.135337296221665,14.8744477959723,581202.629599285,6932740.80617802
